City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
238,ayni,TJ,2021-11-30 06:15:34,39.3941,68.5377,48.47,36,89,4.47,overcast clouds,0.0,0
239,el tigre,VE,2021-11-30 06:15:34,8.8875,-64.2454,72.99,87,87,9.86,overcast clouds,0.0,0
240,ullapool,GB,2021-11-30 06:15:35,57.8987,-5.1604,43.75,98,100,3.02,light rain,0.0,0
241,carutapera,BR,2021-11-30 06:15:35,-1.195,-46.02,77.79,87,26,6.87,scattered clouds,0.0,0
242,saint-marc-des-carrieres,CA,2021-11-30 06:15:35,46.6834,-72.0491,22.21,73,51,4.61,broken clouds,0.0,0
243,lipin bor,RU,2021-11-30 06:15:36,60.2622,37.9763,25.83,92,100,19.95,light snow,0.0,0
244,port-gentil,GA,2021-11-30 06:15:36,-0.7193,8.7815,79.48,83,96,8.57,overcast clouds,0.0,0
245,albany,US,2021-11-30 06:12:50,42.6001,-73.9662,24.53,85,17,3.98,few clouds,0.0,0
246,ginda,IN,2021-11-30 06:15:37,30.6945,78.4932,64.31,14,88,5.99,overcast clouds,0.0,0
247,wadi musa,JO,2021-11-30 06:15:37,30.3222,35.4793,69.66,18,33,4.16,scattered clouds,0.0,0
248,goryachegorsk,RU,2021-11-30 06:15:38,55.4053,88.9154,30.6,52,100,10.51,overcast clouds,0.0,0
249,saint-louis,SN,2021-11-30 06:15:38,16.3333,-15.0,68.85,27,84,10.13,broken clouds,0.0,0
250,korla,CN,2021-11-30 06:15:39,41.7597,86.1469,30.07,48,7,8.16,clear sky,0.0,0
251,sierpc,PL,2021-11-30 06:15:39,52.8568,19.6691,27.81,94,60,11.7,broken clouds,0.0,0
252,huarmey,PE,2021-11-30 06:15:39,-10.0681,-78.1522,65.82,86,89,7.61,overcast clouds,0.0,0
253,bikaner,IN,2021-11-30 06:15:40,28.0167,73.3,74.77,20,85,4.74,overcast clouds,0.0,0
254,taoudenni,ML,2021-11-30 06:15:40,22.6783,-3.9836,58.93,15,72,15.03,broken clouds,0.0,0
255,tromso,NO,2021-11-30 06:15:41,69.6496,18.957,21.22,58,0,16.11,clear sky,0.0,0
256,vardo,NO,2021-11-30 06:15:41,70.3705,31.1107,16.0,79,96,20.38,overcast clouds,0.0,0
257,minsk,BY,2021-11-30 06:15:42,53.9,27.5667,28.15,93,100,24.79,snow,0.0,0
258,hala,PK,2021-11-30 06:15:42,25.8131,68.4227,71.58,17,25,10.94,scattered clouds,0.0,0
259,muros,ES,2021-11-30 06:15:43,42.7762,-9.0603,54.84,94,100,5.44,overcast clouds,0.0,0
260,husavik,IS,2021-11-30 06:15:43,66.0449,-17.3389,22.91,89,100,3.67,overcast clouds,0.0,0
261,iquique,CL,2021-11-30 06:15:44,-20.2208,-70.1431,64.44,73,40,0.51,scattered clouds,0.0,0
262,ouango,CF,2021-11-30 06:15:44,4.3133,22.5552,70.68,97,100,2.15,overcast clouds,0.0,0
263,san cristobal,VE,2021-11-30 06:15:45,7.7669,-72.225,65.7,89,90,1.39,overcast clouds,0.0,0
264,akdepe,TM,2021-11-30 06:15:45,42.0551,59.3788,50.0,52,0,10.27,clear sky,0.0,0
265,maragogi,BR,2021-11-30 06:15:45,-9.0122,-35.2225,77.72,85,95,8.08,overcast clouds,0.0,0
266,rincon,US,2021-11-30 06:15:46,32.296,-81.2354,43.86,93,1,3.44,clear sky,0.0,0
267,gamba,GA,2021-11-30 06:11:43,-2.65,10.0,76.17,91,99,3.02,light rain,0.0,0
268,madaras,HU,2021-11-30 06:15:46,46.0587,19.2612,33.22,74,75,15.95,broken clouds,0.0,0
269,boa vista,BR,2021-11-30 06:15:47,2.8197,-60.6733,78.78,73,0,5.75,clear sky,0.0,0
270,doka,SD,2021-11-30 06:15:47,13.5167,35.7667,83.71,26,2,4.34,clear sky,0.0,0
271,caernarfon,GB,2021-11-30 06:15:47,53.1413,-4.2702,51.67,87,90,18.41,overcast clouds,0.0,0
272,cape girardeau,US,2021-11-30 06:15:48,37.3834,-89.7168,46.2,87,5,8.99,clear sky,0.0,0
273,lulea,SE,2021-11-30 06:15:49,65.5842,22.1547,6.87,92,20,5.75,few clouds,0.0,0
274,matay,EG,2021-11-30 06:15:49,28.419,30.7792,74.23,18,51,6.24,broken clouds,0.0,0
275,saint-francois,FR,2021-11-30 06:15:50,46.4154,3.9054,31.68,86,90,3.44,overcast clouds,0.0,0
276,kharod,IN,2021-11-30 06:15:50,21.75,82.5667,76.84,31,67,5.61,broken clouds,0.0,0
277,staryy nadym,RU,2021-11-30 06:15:51,65.6118,72.6842,1.58,96,97,8.57,overcast clouds,0.0,0
278,vila velha,BR,2021-11-30 06:15:51,-20.3297,-40.2925,78.75,88,40,11.99,scattered clouds,0.0,0
279,muli,MV,2021-11-30 06:15:52,2.9167,73.5667,82.65,75,33,14.94,scattered clouds,0.0,0
280,hastings,GB,2021-11-30 06:15:52,50.8552,0.5729,48.52,78,99,21.97,overcast clouds,0.0,0
281,coshocton,US,2021-11-30 06:15:52,40.272,-81.8596,35.78,92,99,7.29,light snow,0.0,0
282,kuzedeyevo,RU,2021-11-30 06:15:53,53.3308,87.2019,28.35,78,100,2.66,overcast clouds,0.0,0
283,narasannapeta,IN,2021-11-30 06:15:53,18.4167,84.05,79.12,50,62,7.96,broken clouds,0.0,0
284,arauca,CO,2021-11-30 06:11:36,7.0847,-70.7591,71.74,97,68,3.96,broken clouds,0.0,0
285,pishin,PK,2021-11-30 06:15:54,30.5803,66.9961,59.32,28,2,2.62,clear sky,0.0,0
286,taltal,CL,2021-11-30 06:15:54,-25.4,-70.4833,60.22,83,14,0.98,few clouds,0.0,0
287,touros,BR,2021-11-30 06:15:55,-5.1989,-35.4608,79.7,79,72,9.55,broken clouds,0.0,0
288,ustka,PL,2021-11-30 06:15:55,54.5805,16.8619,35.69,77,83,14.67,broken clouds,0.0,0
289,ancud,CL,2021-11-30 06:15:56,-41.8697,-73.8203,47.73,90,12,2.95,few clouds,0.0,0
290,tandur,IN,2021-11-30 06:15:56,17.2333,77.5833,81.5,58,91,7.7,overcast clouds,0.0,0
291,hovin,NO,2021-11-30 06:15:56,63.1055,10.225,23.95,92,100,4.38,snow,0.0,0
292,karasjok,NO,2021-11-30 06:15:57,69.4719,25.5112,14.11,100,89,5.12,overcast clouds,0.0,0
293,ilulissat,GL,2021-11-30 06:15:57,69.2167,-51.1,25.9,86,100,6.89,overcast clouds,0.0,0
294,galle,LK,2021-11-30 06:15:57,6.0367,80.217,82.29,73,80,2.93,broken clouds,0.0,0
295,sterling,US,2021-11-30 06:15:58,39.0062,-77.4286,36.19,81,75,5.01,broken clouds,0.0,0
296,padang,ID,2021-11-30 06:15:58,-0.9492,100.3543,82.45,76,75,6.29,broken clouds,0.0,0
297,moyale,KE,2021-11-30 06:15:59,3.5167,39.0584,74.57,60,80,18.21,broken clouds,0.0,0
298,rawson,AR,2021-11-30 06:15:59,-43.3002,-65.1023,59.94,60,0,10.58,clear sky,0.0,0
299,vila franca do campo,PT,2021-11-30 06:15:59,37.7167,-25.4333,61.2,77,81,5.61,broken clouds,0.0,0
300,copenhagen,DK,2021-11-30 06:15:06,55.6759,12.5655,37.06,97,90,25.32,shower rain,0.0,0
301,manali,IN,2021-11-30 06:16:00,13.1667,80.2667,87.89,83,76,11.43,broken clouds,0.0,0
302,kasongo-lunda,CD,2021-11-30 06:16:00,-6.4667,16.8167,71.53,96,100,0.54,overcast clouds,0.0,0
303,winchester,GB,2021-11-30 06:16:01,51.0651,-1.3187,50.68,87,75,5.01,light intensity drizzle,0.0,0
304,mayumba,GA,2021-11-30 06:16:01,-3.432,10.6554,76.78,89,100,6.8,light rain,0.0,0
305,jiwani,PK,2021-11-30 06:16:02,25.05,61.7417,76.6,49,0,6.46,clear sky,0.0,0
306,atasu,KZ,2021-11-30 06:16:02,48.6814,71.6433,22.48,77,100,5.61,overcast clouds,0.0,0
307,conceicao do araguaia,BR,2021-11-30 06:16:03,-8.2578,-49.2647,72.46,97,98,2.42,overcast clouds,0.0,0
308,kashi,CN,2021-11-30 06:16:03,39.4547,75.9797,36.61,32,20,4.47,few clouds,0.0,0
309,ladnun,IN,2021-11-30 06:16:03,27.65,74.3833,74.53,20,96,4.85,overcast clouds,0.0,0
310,torit,SS,2021-11-30 06:16:04,4.4133,32.5678,82.65,50,100,1.14,overcast clouds,0.0,0
311,san borja,BO,2021-11-30 06:16:04,-14.8167,-66.85,68.22,99,98,2.33,overcast clouds,0.0,0
312,kedougou,SN,2021-11-30 06:16:05,12.5579,-12.1743,72.46,30,96,2.1,overcast clouds,0.0,0
313,isla mujeres,MX,2021-11-30 06:16:05,21.2311,-86.731,75.25,80,10,15.17,clear sky,0.0,0
314,ponta delgada,PT,2021-11-30 06:16:05,37.7333,-25.6667,61.5,77,75,5.75,broken clouds,0.0,0
315,omaruru,NA,2021-11-30 06:16:06,-21.4333,15.9333,73.36,15,4,2.57,clear sky,0.0,0
316,humberto de campos,BR,2021-11-30 06:16:06,-2.5983,-43.4611,77.59,87,30,5.99,scattered clouds,0.0,0
317,caravelas,BR,2021-11-30 06:16:07,-17.7125,-39.2481,75.58,90,43,8.79,scattered clouds,0.0,0
318,cayenne,GF,2021-11-30 06:16:07,4.9333,-52.3333,75.09,92,75,0.0,broken clouds,0.0,0
319,turukhansk,RU,2021-11-30 06:16:07,65.8167,87.9833,8.04,95,100,12.64,light snow,0.0,0
320,oskemen,KZ,2021-11-30 06:16:08,49.9565,82.6119,19.36,67,77,2.24,broken clouds,0.0,0
321,kaura namoda,NG,2021-11-30 06:16:08,12.5898,6.5779,67.87,17,54,9.6,broken clouds,0.0,0
322,spas-demensk,RU,2021-11-30 06:16:08,54.4122,34.0226,34.16,87,100,18.86,light snow,0.0,0
323,socuellamos,ES,2021-11-30 06:16:09,39.2858,-2.7921,41.38,88,92,5.17,overcast clouds,0.0,0
324,henties bay,NA,2021-11-30 06:16:09,-22.116,14.2845,58.86,91,28,6.85,scattered clouds,0.0,0
325,bela vista,BR,2021-11-30 06:16:10,-22.1089,-56.5211,64.15,95,71,2.13,broken clouds,0.0,0
326,puerto baquerizo moreno,EC,2021-11-30 06:12:33,-0.9,-89.6,68.56,89,38,10.25,scattered clouds,0.0,0
327,nortelandia,BR,2021-11-30 06:16:10,-14.4547,-56.8028,73.02,92,92,2.44,overcast clouds,0.0,0
328,cape canaveral,US,2021-11-30 06:16:11,28.4058,-80.6048,58.98,82,1,3.44,clear sky,0.0,0
329,synya,RU,2021-11-30 06:16:11,65.3718,58.0387,-8.79,100,97,3.51,overcast clouds,0.0,0
330,brewster,US,2021-11-30 06:16:11,41.3973,-73.6171,31.8,82,1,0.0,clear sky,0.0,0
331,les cayes,HT,2021-11-30 06:16:12,18.2,-73.75,74.12,81,79,7.16,broken clouds,0.0,0
332,teguldet,RU,2021-11-30 06:16:12,57.3064,88.1667,21.69,73,100,12.5,overcast clouds,0.0,0
333,brae,GB,2021-11-30 06:16:12,60.3964,-1.353,35.51,56,100,11.63,overcast clouds,0.0,0
334,lambarene,GA,2021-11-30 06:16:13,-0.7001,10.2406,74.73,96,99,1.95,light rain,0.0,0
335,port blair,IN,2021-11-30 06:16:13,11.6667,92.75,84.7,66,82,15.73,broken clouds,0.0,0
336,colares,PT,2021-11-30 06:16:14,38.7992,-9.4469,52.9,75,100,15.01,overcast clouds,0.0,0
337,kyzyl-suu,KG,2021-11-30 06:16:14,42.3414,78.0056,32.49,66,2,1.61,clear sky,0.0,0
338,anloga,GH,2021-11-30 06:16:14,5.7947,0.8973,81.09,82,11,8.7,few clouds,0.0,0
339,chardara,KZ,2021-11-30 06:16:15,41.2547,67.9692,54.54,26,97,3.62,overcast clouds,0.0,0
340,dosso,NE,2021-11-30 06:16:15,13.049,3.1937,69.8,14,57,9.84,broken clouds,0.0,0
341,mecca,SA,2021-11-30 06:16:16,21.4267,39.8261,82.89,30,0,1.99,clear sky,0.0,0
342,milyutinskaya,RU,2021-11-30 06:16:16,48.6279,41.6679,53.04,79,100,23.38,light rain,0.0,0
343,paratinga,BR,2021-11-30 06:16:17,-12.6906,-43.1842,68.94,94,100,3.04,overcast clouds,0.0,0
344,riyadh,SA,2021-11-30 06:16:17,24.6877,46.7219,71.65,24,0,3.44,clear sky,0.0,0
345,banda aceh,ID,2021-11-30 06:16:18,5.5577,95.3222,75.74,93,100,11.92,light rain,0.0,0
346,oktyabrskoye,RU,2021-11-30 06:16:18,43.0645,44.7417,53.35,58,97,15.66,overcast clouds,0.0,0
347,krasnyy yar,RU,2021-11-30 06:16:19,46.5331,48.3456,48.13,86,100,14.12,overcast clouds,0.0,0
348,mount darwin,ZW,2021-11-30 06:16:19,-16.7725,31.5838,78.76,31,20,7.7,few clouds,0.0,0
349,aasiaat,GL,2021-11-30 06:16:19,68.7098,-52.8699,31.12,99,100,3.38,overcast clouds,0.0,0
350,acarau,BR,2021-11-30 06:16:20,-2.8856,-40.12,81.32,73,39,14.72,scattered clouds,0.0,0
351,sinnamary,GF,2021-11-30 06:16:20,5.3833,-52.95,77.36,89,62,7.94,broken clouds,0.0,0
352,bethlehem,BR,2021-11-30 06:16:21,-1.4558,-48.5044,75.24,94,0,2.3,clear sky,0.0,0
353,shelburne,CA,2021-11-30 06:16:21,44.0787,-80.2041,27.39,94,96,6.6,overcast clouds,0.0,0
354,kortkeros,RU,2021-11-30 06:16:21,61.8106,51.5806,14.18,92,96,12.71,light snow,0.0,0
355,oum hadjer,TD,2021-11-30 06:16:22,13.2954,19.6966,77.65,23,64,9.46,broken clouds,0.0,0
356,ranipur,PK,2021-11-30 06:16:22,27.2879,68.5051,71.65,18,0,3.89,clear sky,0.0,0
357,jalgaon,IN,2021-11-30 06:16:22,21.0167,75.5667,76.68,35,100,10.45,overcast clouds,0.0,0
358,andenes,NO,2021-11-30 06:16:23,69.3143,16.1194,26.58,68,0,21.85,clear sky,0.0,0
359,itarema,BR,2021-11-30 06:16:23,-2.9248,-39.9167,81.54,70,45,14.32,scattered clouds,0.0,0
360,west warwick,US,2021-11-30 06:16:24,41.6969,-71.5219,30.33,76,1,3.44,clear sky,0.0,0
361,gora kalwaria,PL,2021-11-30 06:16:24,51.9765,21.2154,35.37,80,92,15.32,overcast clouds,0.0,0
362,san andres,CO,2021-11-30 06:16:24,12.5847,-81.7006,82.42,78,40,11.5,scattered clouds,0.0,0
363,itaueira,BR,2021-11-30 06:16:25,-7.6033,-43.0256,72.46,93,96,3.22,overcast clouds,0.0,0
364,briancon,FR,2021-11-30 06:16:25,44.9,6.65,24.62,85,42,5.35,scattered clouds,0.0,0
365,filadelfia,US,2021-11-30 06:11:38,39.9523,-75.1638,33.98,68,20,1.01,few clouds,0.0,0
366,willowmore,ZA,2021-11-30 06:16:26,-33.2926,23.4895,62.11,56,24,2.42,few clouds,0.0,0
367,volchansk,RU,2021-11-30 06:16:26,59.9378,60.081,30.25,99,100,3.24,snow,0.0,0
368,port-cartier,CA,2021-11-30 06:16:26,50.0334,-66.8654,26.82,66,100,10.67,overcast clouds,0.0,0
369,surgut,RU,2021-11-30 06:16:27,61.25,73.4167,26.78,92,75,13.0,light shower snow,0.0,0
370,mantua,IT,2021-11-30 06:16:27,45.1667,10.7833,38.44,81,2,3.0,clear sky,0.0,0
371,uyemskiy,RU,2021-11-30 06:16:28,64.4743,40.8524,8.65,85,40,13.42,scattered clouds,0.0,0
372,narsaq,GL,2021-11-30 06:16:28,60.9167,-46.05,33.12,99,100,8.84,snow,0.0,0
373,kimamba,TZ,2021-11-30 06:16:29,-6.7833,37.1333,78.82,71,98,2.28,overcast clouds,0.0,0
374,caapucu,PY,2021-11-30 06:16:29,-26.2167,-57.2,60.4,60,0,2.21,clear sky,0.0,0
375,duiwelskloof,ZA,2021-11-30 06:16:29,-23.6934,30.14,76.15,54,100,3.04,overcast clouds,0.0,0
376,uray,RU,2021-11-30 06:16:30,60.1247,64.7758,23.25,98,100,1.12,overcast clouds,0.0,0
377,chipinge,ZW,2021-11-30 06:16:30,-20.1883,32.6236,79.65,33,8,4.07,clear sky,0.0,0
378,alboraya,ES,2021-11-30 06:16:30,39.5,-0.35,56.34,72,20,4.0,few clouds,0.0,0
379,kabalo,CD,2021-11-30 06:16:31,-6.05,26.9167,72.52,91,100,0.81,overcast clouds,0.0,0
380,vallenar,CL,2021-11-30 06:16:31,-28.5708,-70.7581,61.9,69,0,2.17,clear sky,0.0,0
381,bajil,YE,2021-11-30 06:16:31,15.0584,43.2851,81.12,57,0,2.19,clear sky,0.0,0
382,stratford-upon-avon,GB,2021-11-30 06:16:32,52.1917,-1.7073,51.15,89,100,15.99,overcast clouds,0.0,0
383,srinagar,IN,2021-11-30 06:16:32,34.0833,74.8167,51.08,24,100,1.68,overcast clouds,0.0,0
384,manakara,MG,2021-11-30 06:16:33,-22.1333,48.0167,77.86,74,97,3.65,overcast clouds,0.0,0
385,kudahuvadhoo,MV,2021-11-30 06:16:33,2.6708,72.8944,82.62,75,20,15.68,few clouds,0.0,0
386,togur,RU,2021-11-30 06:16:33,58.3631,82.8265,19.9,80,89,9.75,overcast clouds,0.0,0
387,inongo,CD,2021-11-30 06:16:34,-1.95,18.2667,71.76,89,100,3.02,overcast clouds,0.0,0
388,gazli,UZ,2021-11-30 06:16:34,40.1333,63.45,58.75,32,6,9.44,clear sky,0.0,0
389,paamiut,GL,2021-11-30 06:16:34,61.994,-49.6678,32.14,96,100,19.19,snow,0.0,0
390,storforshei,NO,2021-11-30 06:16:35,66.4043,14.5233,22.78,58,0,13.8,clear sky,0.0,0
391,lethem,GY,2021-11-30 06:16:35,3.3803,-59.7968,76.68,78,68,8.46,broken clouds,0.0,0
392,mastic beach,US,2021-11-30 06:16:36,40.7668,-72.8521,33.98,74,1,3.44,clear sky,0.0,0
393,alanya,TR,2021-11-30 06:16:36,36.5438,31.9998,60.93,73,100,8.25,overcast clouds,0.0,0
394,ornskoldsvik,SE,2021-11-30 06:16:36,63.2909,18.7153,13.15,92,75,5.75,light snow,0.0,0
395,bara,NG,2021-11-30 06:16:37,10.3744,10.7288,69.17,24,54,4.97,broken clouds,0.0,0
396,koudougou,BF,2021-11-30 06:16:37,12.25,-2.3667,72.28,16,26,9.42,scattered clouds,0.0,0
397,atbasar,KZ,2021-11-30 06:16:37,51.8,68.3333,12.54,93,41,4.03,scattered clouds,0.0,0
398,urengoy,RU,2021-11-30 06:16:38,65.9667,78.3667,-3.19,97,97,10.76,overcast clouds,0.0,0
399,san rafael del sur,NI,2021-11-30 06:16:38,11.8485,-86.4384,75.92,65,74,9.17,broken clouds,0.0,0
400,rio grande,BR,2021-11-30 06:16:39,-32.035,-52.0986,66.2,81,100,22.15,overcast clouds,0.0,0
401,mahibadhoo,MV,2021-11-30 06:16:39,3.7833,72.9667,82.45,78,69,14.36,broken clouds,0.0,0
402,edeia,BR,2021-11-30 06:16:39,-17.3383,-49.9314,70.48,91,89,5.17,overcast clouds,0.0,0
403,canavieiras,BR,2021-11-30 06:16:40,-15.675,-38.9472,76.28,91,79,11.97,moderate rain,0.0,0
404,shache,CN,2021-11-30 06:16:40,38.4167,77.2406,36.32,28,54,2.8,broken clouds,0.0,0
405,omvriaki,GR,2021-11-30 06:16:40,39.1,22.2667,43.39,74,47,11.63,scattered clouds,0.0,0
406,berlevag,NO,2021-11-30 06:15:46,70.8578,29.0864,19.35,68,0,41.43,clear sky,0.0,0
407,qaqortoq,GL,2021-11-30 06:16:41,60.7167,-46.0333,32.88,99,100,7.96,snow,0.0,0
408,ushtobe,KZ,2021-11-30 06:16:41,45.2514,77.9838,41.99,27,0,2.28,clear sky,0.0,0
409,maraa,BR,2021-11-30 06:16:42,-1.8333,-65.3667,73.18,96,98,3.29,overcast clouds,0.0,0
410,gilgit,PK,2021-11-30 06:16:42,35.9221,74.3087,46.87,38,83,2.98,broken clouds,0.0,0
411,la asuncion,VE,2021-11-30 06:16:43,11.0333,-63.8628,80.33,83,100,11.5,overcast clouds,0.0,0
412,karaton,ID,2021-11-30 06:16:43,-6.3424,106.1045,84.36,92,100,2.44,heavy intensity rain,0.0,0
413,yabrud,SY,2021-11-30 06:16:44,33.9674,36.6574,65.52,35,95,12.82,overcast clouds,0.0,0
414,goderich,CA,2021-11-30 06:16:44,43.7501,-81.7165,34.12,86,100,10.36,overcast clouds,0.0,0
415,mafinga,TZ,2021-11-30 06:16:44,-7.25,35.0667,77.4,56,73,4.56,broken clouds,0.0,0
416,sorland,NO,2021-11-30 06:13:16,67.667,12.6934,28.47,77,100,15.9,overcast clouds,0.0,0
417,iranshahr,IR,2021-11-30 06:16:45,27.2025,60.6848,77.34,29,0,0.0,clear sky,0.0,0
418,tanout,NE,2021-11-30 06:16:45,14.9709,8.8879,65.88,19,31,11.48,scattered clouds,0.0,0
419,sandwick,GB,2021-11-30 06:16:46,60.0,-1.25,35.42,69,20,8.05,few clouds,0.0,0
420,ayorou,NE,2021-11-30 06:16:46,14.7308,0.9174,70.43,14,41,9.28,scattered clouds,0.0,0
421,salamiyah,SY,2021-11-30 06:16:46,35.0113,37.0532,65.21,42,100,11.7,overcast clouds,0.0,0
422,saquarema,BR,2021-11-30 06:14:28,-22.92,-42.5103,72.48,92,25,8.43,scattered clouds,0.0,0
423,sinazongwe,ZM,2021-11-30 06:16:47,-17.2614,27.4618,85.5,39,31,15.35,scattered clouds,0.0,0
424,duminichi,RU,2021-11-30 06:16:47,53.9345,35.1099,34.11,93,100,19.64,light rain,0.0,0
425,havelock,US,2021-11-30 06:16:48,34.8791,-76.9013,42.75,55,15,3.24,few clouds,0.0,0
426,urumqi,CN,2021-11-30 06:14:02,43.801,87.6005,20.35,74,3,4.47,smoke,0.0,0
427,sept-iles,CA,2021-11-30 06:13:03,50.2001,-66.3821,27.05,64,100,5.99,overcast clouds,0.0,0
428,khandbari,NP,2021-11-30 06:14:01,27.3747,87.2039,69.04,52,56,3.38,broken clouds,0.0,0
429,chatra,IN,2021-11-30 06:16:49,24.2167,84.8667,71.58,36,26,6.44,scattered clouds,0.0,0
430,taruma,BR,2021-11-30 06:16:49,-22.7467,-50.5772,70.75,91,98,5.39,overcast clouds,0.0,0
431,puerto narino,CO,2021-11-30 06:16:50,-3.7703,-70.3831,75.15,100,100,2.37,overcast clouds,0.0,0
432,natalio,PY,2021-11-30 06:16:50,-26.7167,-55.0833,57.25,84,0,1.39,clear sky,0.0,0
433,aviles,ES,2021-11-30 06:16:50,43.5547,-5.9248,48.92,82,75,1.99,broken clouds,0.0,0
434,qasigiannguit,GL,2021-11-30 06:16:51,68.8193,-51.1922,25.0,87,99,5.7,overcast clouds,0.0,0
435,oistins,BB,2021-11-30 06:15:07,13.0667,-59.5333,78.89,83,20,13.8,few clouds,0.0,0
436,trinidad,BO,2021-11-30 06:16:51,-14.8333,-64.9,70.25,98,94,2.98,overcast clouds,0.0,0
437,shrewsbury,GB,2021-11-30 06:16:52,52.7101,-2.7521,51.67,90,90,10.36,overcast clouds,0.0,0
438,matagami,CA,2021-11-30 06:16:52,49.7502,-77.6328,12.31,100,90,2.3,overcast clouds,0.0,0
439,lima duarte,BR,2021-11-30 06:16:52,-21.8425,-43.7931,58.26,84,64,4.0,broken clouds,0.0,0
440,boende,CD,2021-11-30 06:16:53,-0.2167,20.8667,73.67,88,91,2.66,light rain,0.0,0
441,wilmington,US,2021-11-30 06:16:53,34.2257,-77.9447,50.86,93,1,0.0,clear sky,0.0,0
442,hogyesz,HU,2021-11-30 06:16:53,46.497,18.4184,33.22,73,28,16.64,scattered clouds,0.0,0
443,kisangani,CD,2021-11-30 06:16:54,0.5167,25.2,69.48,98,100,2.1,light rain,0.0,0
444,vohibinany,MG,2021-11-30 06:16:54,-17.35,49.0333,82.99,60,77,3.83,broken clouds,0.0,0
445,cabedelo,BR,2021-11-30 06:15:27,-6.9811,-34.8339,77.67,80,55,9.33,broken clouds,0.0,0
446,traverse city,US,2021-11-30 06:15:06,44.7631,-85.6206,33.87,86,75,0.0,light snow,0.0,0
447,acari,PE,2021-11-30 06:16:55,-15.4311,-74.6158,67.17,79,92,2.46,overcast clouds,0.0,0
448,usinsk,RU,2021-11-30 06:16:55,65.9939,57.5281,-14.46,100,65,2.55,broken clouds,0.0,0
449,derzhavinsk,KZ,2021-11-30 06:16:56,51.1,66.3167,15.89,91,43,4.76,scattered clouds,0.0,0
450,kavaratti,IN,2021-11-30 06:16:56,10.5669,72.642,79.86,80,100,14.36,moderate rain,0.0,0
451,lerwick,GB,2021-11-30 06:16:56,60.1545,-1.1494,35.6,56,100,12.1,overcast clouds,0.0,0
452,tombouctou,ML,2021-11-30 06:16:57,20.0,-3.0,61.52,15,10,13.29,clear sky,0.0,0
453,tamandare,BR,2021-11-30 06:16:57,-8.7597,-35.1047,78.19,84,86,8.88,overcast clouds,0.0,0
454,bardiyah,LY,2021-11-30 06:16:58,31.7561,25.0865,60.49,63,58,16.02,broken clouds,0.0,0
455,yarmouth,US,2021-11-30 06:16:58,41.7057,-70.2286,33.96,67,1,5.75,clear sky,0.0,0
456,tiznit,MA,2021-11-30 06:16:58,29.5833,-9.5,53.26,41,0,2.64,clear sky,0.0,0
457,bealanana,MG,2021-11-30 06:16:59,-14.55,48.7333,75.25,53,36,5.28,scattered clouds,0.0,0
458,sisimiut,GL,2021-11-30 06:16:59,66.9395,-53.6735,31.35,79,100,9.31,overcast clouds,0.0,0
459,nibbar,TN,2021-11-30 06:16:59,36.2941,8.7666,39.88,75,40,8.05,scattered clouds,0.0,0
460,omboue,GA,2021-11-30 06:17:00,-1.5746,9.2618,77.45,90,99,4.72,overcast clouds,0.0,0
461,talnakh,RU,2021-11-30 06:17:00,69.4865,88.3972,-7.8,93,100,1.81,overcast clouds,0.0,0
462,marawi,PH,2021-11-30 06:17:01,7.9986,124.2928,75.65,85,82,5.28,light rain,0.0,0
463,sunyani,GH,2021-11-30 06:17:01,7.3399,-2.3268,70.3,99,11,3.15,few clouds,0.0,0
464,camapua,BR,2021-11-30 06:17:01,-19.5314,-54.0439,71.38,97,100,2.64,overcast clouds,0.0,0
465,tirodi,IN,2021-11-30 06:17:02,21.6833,79.7,78.67,27,79,6.17,broken clouds,0.0,0
466,big rapids,US,2021-11-30 06:17:02,43.6981,-85.4837,31.75,98,90,3.44,snow,0.0,0
467,guiratinga,BR,2021-11-30 06:17:03,-16.3494,-53.7583,71.91,93,100,1.39,overcast clouds,0.0,0
468,umm lajj,SA,2021-11-30 06:17:03,25.0213,37.2685,84.92,33,2,6.87,clear sky,0.0,0
469,yartsevo,RU,2021-11-30 06:17:04,55.0667,32.6964,31.6,96,100,16.26,snow,0.0,0
470,fort portal,UG,2021-11-30 06:17:04,0.6617,30.2748,64.6,94,96,1.03,light rain,0.0,0
471,thinadhoo,MV,2021-11-30 06:17:05,0.5333,72.9333,81.43,78,14,12.8,few clouds,0.0,0
472,lanjaghbyur,AM,2021-11-30 06:17:05,40.2715,45.1404,46.15,61,76,10.71,broken clouds,0.0,0
473,waounde,SN,2021-11-30 06:17:05,15.2637,-12.8682,74.14,23,99,7.96,overcast clouds,0.0,0
474,quarteira,PT,2021-11-30 06:17:06,37.0695,-8.1006,53.37,76,75,4.61,broken clouds,0.0,0
475,cockburn town,TC,2021-11-30 06:17:06,21.4612,-71.1419,79.09,70,97,9.55,overcast clouds,0.0,0
476,nuuk,GL,2021-11-30 06:13:00,64.1835,-51.7216,32.88,100,100,44.0,snow,0.0,0
477,aripuana,BR,2021-11-30 06:17:07,-9.1667,-60.6333,72.01,95,81,0.72,broken clouds,0.0,0
478,maragheh,IR,2021-11-30 06:17:07,37.3917,46.2398,48.47,43,75,0.0,broken clouds,0.0,0
